Status,Confirmed:,Last Contacted:,Retailers:,License #,City:,Contact Buyer:,Phone Number:,Email: ,Delivery window:, Notes:,Price Points:
,TRUE,09.22.25,CINDER,422294,SPOKANE,Hannah Cook is the buyer   , Hannah -purchaser. Cell: (509) 280-8556, Hannah@cindercannabis.com,,"Emailed Hannah and Mindy about a restock on our products, all 3 stores are getting really low or are out NC 06.05.25  Emailed Hannah about chating on the phone and rekindeling our relationship. Not sure why they stopped buying, offered to send samples to them of Flower and vapes to work our magic and get back in store. 09.22.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,09.22.25,CINDER Downtown,423096,SPOKANE,Hannah Cook is the buyer   , Hannah -purchaser. Cell: (509) 280-8556, Hannah@cindercannabis.com,,"Emailed Hannah and Mindy about a restock on our products, all 3 stores are getting really low or are out NC 06.05.25  Emailed Hannah about chating on the phone and rekindeling our relationship. Not sure why they stopped buying, offered to send samples to them of Flower and vapes to work our magic and get back in store. 09.22.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,09.22.25,CINDER,414817,SPOKANE VALLEY,Hannah Cook is the buyer   , Hannah -purchaser. Cell: (509) 280-8556, Hannah@cindercannabis.com,,"Emailed Hannah and Mindy about a restock on our products, all 3 stores are getting really low or are out NC 06.05.25  Emailed Hannah about chating on the phone and rekindeling our relationship. Not sure why they stopped buying, offered to send samples to them of Flower and vapes to work our magic and get back in store. 09.22.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
Active ,TRUE,02.06.25,Clear Choice Cannabis  72nd,439182,TACOMA,Kathleen is the buyer ,253-999-7690 - Blaine's cell number,kathleen.r@findclearchoice.com, https://www.picktime.com/ClearChoiceDelivery,Likes to commuicate via text message - Called and talked to Blaine today who let me know he has 2 buyers at the moment - 1 for sodo location and one for the rest of the stores  02.06.25,$2.50-1g /$8.00 - 3.5g/ $30 - 14g/ $60 - 28g/   all live resin is $7
Active,TRUE,06.02.25,CLEAR CHOICE CANNABIS,421877,BREMERTON,Geo Armani Lovinaria is the buyer,253-444-5444 -,geoarmani.l@findclearchoice.com,https://www.picktime.com/ClearChoiceDelivery,"Emailed Geo with a mock order and he approved, order is being delivered 03.03.25",$2.50-1g /$8 - 3.5g/ $30- 14g/ $60- 28g/ concentrates $8.00 across the board
Active,TRUE,06.02.25,CLEAR CHOICE CANNABIS,413358,TACOMA,Kathleen is the buyer ,253-444-5444 -,kathleen.r@findclearchoice.com ,https://www.picktime.com/ClearChoiceDelivery,"Emailed Kathleen a thank you for your order email, gave updated contact info, put samples on the order and will send stickers and brochures 02.10.25",$2.50-1g /$8 - 3.5g/ $30- 14g/ $60- 28g/ concentrates $8.00 across the board
,TRUE,,Cliffs Cannabis,414807,Issaquah,John,(425) 395-7129,orders@northshorewa.com,,last updated contact 10/18/22,
,TRUE,03.12.25,CLOUD 9,427233,ARLINGTON,Kelly Adams is the buyer,(360) 322-6167,"kadams.cloud9@gmail.com  arlingtonmanagement.cloud9@gmail.com and Connie at cdauz.cloud9@gmail.com.  For questions regarding billing, please email mturner.cloud9@gmail.com for the fastest resolution.",https://cloud9cannaco.simplybook.me/,"10.24.2025 - Richard spoke to Kelly and gave him a run down on the plans for Fireline (Green, Blue, Red, & Gold Label). Richard explained the pricing bands and the movement we are seeing on 3.5g units in the $20 - $25 band. Explained that our list price on flower is $10.00 and that Kropz & PRC retail us and for the most part sell us out the door for $30.00 outside of PRC running Fireline Fridays where we Vendor Fund the discount. Kelly is going to take advantage of the Halloween Sale but due to budget he wants to wait to receive the delivery late next week. He like the idea of getting the $8.33 price point in exchange for pushing it out the door to customers for $25.00. He said he would want to mark it on his retail menu for like $32-$33 and then run everyday promos to have the out the door price to the customer land at $24.96. 

Emailed Kelly with change of account manager and sent my contact information 02.07.25 Called and talked to a budtender who confirmed the contact info. 02.07.25 emailed Kelly for a restock 02.27.25 - reached out for a restock 03.12.25",$2.50-1g /$9 - 3.5g/ $36 - 14g/ $72 - 28g/ concentrates $8.00 across the board
,TRUE,,CLOUD 9,422504,Cheney,Kelly Adams is the buyer,(360) 322-6167,purchasing.cloud9@gmail.com,,,$2.50-1g /$9 - 3.5g/ $36 - 14g/ $72 - 28g/ concentrates $8.00 across the board
,TRUE,2.24.25,CLOUD CANNABIS,414959,SEATTLE,Dennis is the buyer,(253) 632 - 3793,dennis@westernbud.com,,Emailed Dennis and talked to him on the phone. He will be taking a look at the menu. - WL,
,TRUE,10.14.25,Clutch Cannabis,413803,Seattle,Ashley Ruiz is the buyer,206-707-1355,ashley@clutchcannabis.com,,10.14.25 - RM messaged Ashley to let her know I am on the Fireline Team so I can coordiante getting her samples. 3.12.20,
,TRUE,02.24.25,Commencement Bay Cannabis - Black,Tacoma,432708,Alex Van Tuck is the buyer ,(253) 327-3340,avantuck@ptceinc.com,,"Emailed Alex about getting back into his stores, he pushed us out saying they rotate out farms to keep new product in at all times 01.29.25  Emailed Alex giving him updated contact informtion and that I would love to send samples 02.07.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,02.24.25,Commencement Bay Cannabis - Green,Tacoma,430644,Alex Van Tuck is the buyer ,(253) 503-6824,avantuck@ptceinc.com,,"Emailed Alex about getting back into his stores, he pushed us out saying they rotate out farms to keep new product in at all times 01.29.25  Emailed Alex giving him updated contact informtion and that I would love to send samples 02.07.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,02.24.25,Commencement Bay Cannabis - Red,Tacoma,427992,Alex Van Tuck is the buyer ,253-212-1726,avantuck@ptceinc.com,,"Emailed Alex about getting back into his stores, he pushed us out saying they rotate out farms to keep new product in at all times 01.29.25  Emailed Alex giving him updated contact informtion and that I would love to send samples 02.07.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,02.24.25,Commencement Bay Cannabis - Yellow,Fife,424244,Alex Van Tuck is the buyer ,(253) 212-1726,avantuck@ptceinc.com,,"Emailed Alex about getting back into his stores, he pushed us out saying they rotate out farms to keep new product in at all times 01.29.25  Emailed Alex giving him updated contact informtion and that I would love to send samples 02.07.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,,Craft Wenatchee,415645,WENATCHEE,,(360) 787-8225,thebackporchwenatchee@yahoo.com  purchasing@craftcannabis.com,,Contacted Mike to see if we can get back into there store and send samples,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,FALSE,2.25.25,Craft Cannabis,414065,Wenatchee,,,,,last ordered 7.2.20,
,TRUE,2.25.25,Craft Cannabis INC,431536,Vancouver,,,purchasing@craftcannabis.com,,,
,TRUE,2.25.25,Craft Cannabis Mill Plain,413732,Vancouver,Linda Chan-Purchasing Manager.,,Purchasing@craftcannabis.com,,last order 5.28.21,
,TRUE,2.25.25,CRAFT LEAVENWORTH,085059,DRYDEN,,,Purchasing@craftcannabis.com,,,
,TRUE,2.25.25,Craft Tacoma (was 420 Tacoma),423372,Tacoma,Dave Robison,,Purchasing@craftcannabis.com,,"10.14.2025 - RM Messaged Dave the Buyer and requested he give his blessing to deliver manfiested trade samples to Craft at some point next week.
last ordered 5.24.22",
Prospect,TRUE,03.06.25,Cult Cannabis co,413729,Ferndale,Joe,(360) 933-4263,vendors@cultcannabisco.com,,Emailed with intro letter and menu link NC,$2.50-1g /$9 - 3.5g/ $36 - 14g/ $72 - 28g/ concentrates $8.00 across the board
Prospect,TRUE,3.4.25,Cutie Judys Cannabis Co,432456,Aberdeen,scott and dave,,cutiejudyscc@gmail.com,,Sent an updated Menu and offers with contact. - WL,
Prospect,TRUE,03.06.25,DANK OF AMERICA,414539,BELLINGHAM,Michael - buyer,(360) 332-8922,DankontheGuide@gmail.com,,"Talked to Michael who said his sales are weird, his customers like the more expensive flower and mid shelf flower is not moving for him. The pre rolls did awesome so he will be placing an order next week for those and rosin. He wants us to reach back out when we launch Rosin pre rolls - he thinks those will do really well at this store 03.06.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
Prospect,TRUE,03.06.25,DANK OF AMERICA,422817,BLAINE,Don,(360) 746-8545,don@dankbankofblaine.com,,Got the updated contact info for this location - Don is the buyer but we had the wrong email. I sent email with intro letter and menu link - NC ,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
Active,TRUE,03.21.25,Danks Warehouse,412940,Tacoma,Britney is the Manager,(253) 503-1411,dankswarehousetacoma@gmail.com  ,https://dankstacoma.youcanbook.me/,I offered to do VMI if they can send me there inventory weekly and as a perk I will offer them a discount on every order.,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/  give 20% off on all flower right now as credit at bottom.
Active,TRUE,02.26.25,DANK'S Warehouse,364799,EDMONDS,"Ashley is the buyer, Trinity is the assistant manager",(425) 670-0690, dankswarehouse@gmail.com  https://danksedmonds.youcanbook.me, https://danksedmonds.youcanbook.me,Ashley does not work on Wednesdays - Emailed Ashley giving her my updated contact info and offering to make a mock order. 02.07.25 Emailed Ashley about getting some orders going. - WL,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/  give 20% off on all flower right now as credit at bottom.
Active,TRUE,,Danks Warehouse Renton,417949,Renton,Jovani is the buyer,206-327-1679,Dankswarehouserenton@gmail.com https://dankswarehouserenton.youcanbook.me/, https://dankswarehouserenton.youcanbook.me/,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/  give 20% off on all flower right now as credit at bottom.
,TRUE,02.11.25,Destination hwy 420,414503,Bremerton,Teddy is the buyer,(360)627-8754,teddydesthwy420@outlook.com,,Emaiiled Teddy with my new contact info 2.11.25 - got confirmation on correct email and buyer - emailed intro letter and menu link - we are sending samples 03.06.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
Active,TRUE,02.10.25,DIAMOND GREEN,413374,TACOMA,Heather is the buyer ,253-301-3148,diamondgreentacoma@gmail.com,,Emailed Heather with my contact info 02.10.25 Called and talked to a budtender who confirmed Heather is still the buyer and email is correct 02.18.25,$2.50-1g /$9 - 3.5g/ $36 - 14g/ $72 - 28g/ 
,FALSE,03.07.25,Discovery Bay Cannabis,423036,Port Townsend,,(360) 316-1379 - opens at 9am,,,called but no answer - 03.07.25,
,FALSE,03.07.25,DISPO 42,429044,MUKILTEO,,(425) 212-9178,,,called but no answer - 03.07.25,
,TRUE,10.14.25,DOCKSIDE CANNABIS Sodo,414174,SEATTLE,"Sean, Aaron, Sara",,products@docksidecannabis.com,,"10.14.25 - Messaged Andy Chen (Managing Director) & Sara Fletcher (Buyer) to let them know I am no longer with Pastime and that I have joined on with Fireline as their Director of Sales. I let them both know that I would like to get them manifested trade samples and see if there might be a path to working together. 

Sent an email to get the ball rolling on orders, menu and new contact. - WL",
,TRUE,10.14.25,DOCKSIDE CANNABIS Ballard,424463,SEATTLE,"Sean, Aaron, Sara",,products@docksidecannabis.com,,"10.14.25 - Messaged Andy Chen (Managing Director) & Sara Fletcher (Buyer) to let them know I am no longer with Pastime and that I have joined on with Fireline as their Director of Sales. I let them both know that I would like to get them manifested trade samples and see if there might be a path to working together. 

Sent an email to get the ball rolling on orders, menu and new contact. - WL",
,TRUE,10.14.25,DOCKSIDE CANNABIS Greenlake,430807,SEATTLE,"Sean, Aaron, Sara",,"products@docksidecannabis.com, rcgreenlake@docksidecannabis.com",,"10.14.25 - Messaged Andy Chen (Managing Director) & Sara Fletcher (Buyer) to let them know I am no longer with Pastime and that I have joined on with Fireline as their Director of Sales. I let them both know that I would like to get them manifested trade samples and see if there might be a path to working together. 

Sent an email to get the ball rolling on orders, menu and new contact. - WL",
,TRUE,03.07.25,Elwha Peaks,430958,Port Angeles,Kenny is the buyer and Gm,store number (360) 912-7533 360-670-7043 ,Peaks.Manager@elwhapeaks.com,,Confirmed contact info is still Kenny - 03.07.25 - We are sending samples to see if we can get back into the store. 03.07.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,3.4.25,Elevation Cannabis (Tribal),434852,Tumwater,Eric,,cannabis@high-elevation.com,,"Reached ou to Eric about the brand, a new menu and contact. - WL",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
Active,TRUE,,Elevation  (MJ Compact Retail Location),428838,Shelton,John Edwards ,(360) 462-4025,cannabis@high-elevation.com   jedwards@high-elevation.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
Active,TRUE,02.13.25,Emerald Coast,437875,Bremerton,Dawn is the buyer,,ecc.brem@gmail.com,,"Dawn called and said she met us at the safety meeting, she wants a order expedited to her right away - they will be moving the shop so that might take a minute but there store is empty 02.13.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,,EMERALD LEAVES,434372,TACOMA,Nikkie Hanley-buyer,(253) 507-4591,emeraldleavesnikkie@gmail.com EmeraldLeavesTac@Gmail.com,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ 
,TRUE,2.24.25,Euphorium Woodinville,414495,Woodinville,Riley is the buyer,425-408-0556,purchasing@euphorium502.com,receiving@euphorium502.com,the buyers are a couple and very family orientated,
,TRUE,2.24.25,EUPHORIUM 420 Covington,414491,COVINGTON,Ryan and Lindsey - they are a couple - Ryan is the buyer,253.455.4582,purchasing@euphorium502.com,receiving@euphorium502.com,the buyers are a couple and very family orientated,
,TRUE,2.24.25,EUPHORIUM 420 Lynnwood,414500,LYNNWOOD,Daniel is the buyer,425.967.3189,purchasing@euphorium502.com,SCHEDULE DELIVERY AT   https://euphoriumlynnwood.youcanbook.me   receiving@euphorium502.com,the buyers are a couple and very family orientated,
,TRUE,2.24.25,EUPHORIUM 420 Vashon,420895,VASHON,Dexter is the buyer,206.408.7318,purchasing@euphorium502.com,receiving@euphorium502.com,the buyers are a couple and very family orientated,
,TRUE,06.10.25,EVERGREEN MARKET - AUBURN,414714,AUBURN,Peter is the buyer - ,425-318-8898 - Directory,Peterp@theevergreenmarket.com,https://evergreenmarket.simplybook.me/v2/,Reached out to Peter to off him a lowered pricing to help entice him to place another order for all but the Auburn locations. Hopefully He will place another round of orders going into next month. ,$2.50-1g /$8 - 3.5g/ $32- 14g/ $64 - 28g/ 
,TRUE,06.10.25,EVERGREEN MARKET - BELLEVUE,426125,BELLEVUE,Peter is the buyer - ,425-318-8898 - Directory,Peterp@theevergreenmarket.com,https://evergreenmarket.simplybook.me/v2/,Reached out to Peter to off him a lowered pricing to help entice him to place another order for all but the Auburn locations. Hopefully He will place another round of orders going into next month. ,$2.50-1g /$8 - 3.5g/ $32- 14g/ $64 - 28g/ 
,TRUE,06.10.25,EVERGREEN MARKET - KIRKLAND,357129,KIRKLAND,Peter is the buyer - ,425-318-8898 - Directory,Peterp@theevergreenmarket.com,https://evergreenmarket.simplybook.me/v2/,Reached out to Peter to off him a lowered pricing to help entice him to place another order for all but the Auburn locations. Hopefully He will place another round of orders going into next month. ,$2.50-1g /$8 - 3.5g/ $32- 14g/ $64 - 28g/ 
,TRUE,06.10.25,EVERGREEN MARKET - NORTH RENTON - is now Stonr Cannabis,413791,RENTON,Peter is the buyer - ,425-318-8898 - Directory,Peterp@theevergreenmarket.com,https://evergreenmarket.simplybook.me/v2/,Reached out to Peter to off him a lowered pricing to help entice him to place another order for all but the Auburn locations. Hopefully He will place another round of orders going into next month. ,$2.50-1g /$8 - 3.5g/ $32- 14g/ $64 - 28g/ 
,TRUE,06.10.25,EVERGREEN MARKET - RENTON HIGHLANDS,414841,RENTON,Peter is the buyer - ,425-318-8898 - Directory,Peterp@theevergreenmarket.com,https://evergreenmarket.simplybook.me/v2/,Reached out to Peter to off him a lowered pricing to help entice him to place another order for all but the Auburn locations. Hopefully He will place another round of orders going into next month. ,$2.50-1g /$8 - 3.5g/ $32- 14g/ $64 - 28g/ 
,TRUE,06.10.25,EVERGREEN MARKET - SOUTH RENTON,424747,RENTON,"Peter is the buyer
Tony E is the General Manager",425-318-8898 - Directory,Peterp@theevergreenmarket.com,https://evergreenmarket.simplybook.me/v2/,"10.10.25 - RM - I reached out to Tony E who I used to work with at Smokey Point. He is the GM of the South Renton location, super cool dude from England, big Tottenham EPL fan. We've always gotten along. I am going to try to work an angle through Tony to get to Peter. Reached out to Peter to off him a lowered pricing to help entice him to place another order for all but the Auburn locations. Hopefully He will place another round of orders going into next month. ",$2.50-1g /$8 - 3.5g/ $32- 14g/ $64 - 28g/ 
,TRUE,,Evolve Cannabis ,417469,Bellingham,Brandi,(360) 922-7749,brandi@evolvewashington.com,,10.10.25 - RM Fouad with Cannazone recently bought this location and final purchasing decisions are going to run through Fouad. ,
Active,TRUE,2.12.25,FILLABONG,79720,BREMERTON,Karla is the buyer (she works remotley),360-440-4003 - Karla cell phone,fillabongorders@gmail.com,"Mon,Tue, thur 9-3","Emailed Karla with my new contact info and got confirmation on her contact info 02.11.25 - emailed about a restock, samples and stickers added 02.112.25. ",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ 
Active,TRUE,2.12.25,FILLABONG,415211,SILVERDALE,Karla is the buyer (she works remotley),360-440-4003 - Karla cell phone,fillabongorders@gmail.com,"Mon,Tue, thur 9-3","Emailed Karla with my new contact info and got confirmation on her contact info 02.11.25 - emailed about a restock, samples and stickers added 02.112.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ 
Active,TRUE,02.11.25,FIRE AND FROST CANNABIS,428276,VANCOUVER,"Nyssa, Kyla and Riley are buyers ",(360) 213-1011,nyssa@fireandfrostcannabis.com kyla@fireandfrostcannabis.com Riley@fireandfrostcannabis.com,,Reached out with new account manager information 02.11.25 Talked to Riley who gave me all the updated emails and buyers 02.20.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,02.19.25,Fire Cannabis,421738,Omak,Alexis is the buyer  Sari is the manager,509.557.6420,firecannabisco@gmail.com -Sari email  firecannabis@gmail.com is Alexis's email,,"talked to Sari who is the store manager for Omak location, she gave me updated contact info and approved the samples 02.19.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,02.19.25,FIRE CANNABIS CO -,436929,YAKIMA,Alexis is the buyer,(509) 367-6043,firecannabis@gmail.com firecannabisco@gmail.com,,"talked to Sari who is the store manager for Omak location, she gave me updated contact info and approved the samples 02.19.25",$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/ concentrates $8.00 across the board
,TRUE,,Fireweed Cananbis Co,436598,Snoqualmie,Josh Greene is the buyer,,fireweedpurchasing@gmail.com,Deliveries are accepted Monday - Friday 9am - 3pm - Product is brought through the side door Please confirm day of arrival,,Tier  2 on flower and tier 3 on pre rolls
,TRUE,,Floyds Port Angeles,414223,Port Angeles,Malina -Buyer. Sebastian -Buyer,(360) 477-4724,,,Called the store - talked with Malina who is going to put in an order in January - please call her end of December to remind her to order  - Fireline Friday at Floyds - she told us they are not taking in any new clients,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/  give 20% off on all flower right now as credit at bottom.
Active,TRUE,06.10.25,FLOYD'S CANNABIS COMPANY,422055,PULLMAN,Annette is the buyer ,(509) 872-3080,pullman@floydscannabis.co     https://floydspullman.youcanbook.me/   Eric@floydscannabis.co is regional manager/buyer,https://floydspullman.youcanbook.me/,Reached out to see if we can get a restock of products. 06.10.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/  give 20% off on all flower right now as credit at bottom.
,TRUE,06.10.25,FLOYDS Everett,414680,EVERETT,Destiny is the buyer ,(425) 258-3054,everett@floydscannabis.co  Eric@floydscannabis.co is regional manager/buyer,,Reached out to see if we can get a restock of products. 06.10.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/  give 20% off on all flower right now as credit at bottom.
Active,TRUE,06.10.25,FLOYDS Sedro Woolley,422049,SEDRO WOOLLEY,Gunner is the buyer ,(360) 588-4473,floydscannabisco@gmail.com   floydssedrowoolley.youcanbook.me  Eric@floydscannabis.co is regional manager/buyer,floydssedrowoolley.youcanbook.me ,Offered 420 special deals and Greenline - NC,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/  give 20% off on all flower right now as credit at bottom.
,TRUE,06.10.25,Floyds  BURLINGTON,413533,BURLINGTON,Myrcedes McGee  is the buyer,360-899-4697,burlington@floydscannabis.co burlingtonfloyds.youcanbook.me  Eric@floydscannabis.co is regional manager/buyer,burlingtonfloyds.youcanbook.me,Reached out to see if we can get a restock of products. 06.10.25,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/  give 20% off on all flower right now as credit at bottom.
,TRUE,,Floyds Mt Vernon ,422796,MOUNT VERNON,lance is the buyer,(360) 899-4428, mountvernon@floydscannabis.co  Eric@floydscannabis.co is regional manager/buyer,,,$3.00-1g /$10.00 - 3.5g/ $38 - 14g/ $75.00 - 28g/  give 20% off on all flower right now as credit at bottom.
,TRUE,03.06.25,Forbidden Cannabis Club Mount Vernon,422913,Mount Vernon,"Hannah is the Manager, Dee is the buyer",(360) 982-2207,mv@forbiddencannabisclub.com hannahw@forbiddencannabisclub.com,NO FRIDAY DELIVERIES FOR ALL LOCATIONS,"Reached out and gave them my new account manager information 02.11.25 - talked to Hannah who is the store manager about the product and how it is moving - the sales have definatley slowed down for that locaiton, i will send our driver to pick up the return today and raech out to Dee who is the new buyer to introduct myself and work on getting a new order. 02.19.25. Emailed Hannah and Dee about a restock and heads up that we are the vendor of the month for april 03.06.25",$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/  
,TRUE,02.19.25,FORBIDDEN CANNABIS CLUB OLYMPIA,421632,Olympia,Haley is the buyer,(360) 489-1287,Olympia@forbiddencannabisclub.com - general email.   Buyer email : haleyw@forbiddencannabisclub.com,NO FRIDAY DELIVERIES FOR ALL LOCATIONS,Reached out and gave them my new account manager information 02.11.25 - Reached out to Haley about how the sales are doing and offered to participate in Featured Farm spot to ensure they are pushing FireLine 02.19.25,$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/  
,TRUE,03.11.25,FORBIDDEN CANNABIS CLUB SEATTLE,413809,SEATTLE,Austin is the buyer ,(206) 420-2180,seattle@forbiddencannabisclub.com,NO FRIDAY DELIVERIES FOR ALL LOCATIONS,"Emailed updated contact info to Austin 02.11.25 - Reached out to Austin for a restock and to offer Featured farms involvement, I think this would really help push the brand. 02.19.25 Talked to Austin who was very helpful and comfirmed the correct buyer info and contact. Please reach out with email first and then call the store if we are not getting an answer 02.19.25 Reached out for ",$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/  
,TRUE,03.13.25,FORBIDDEN CANNABIS SUPER CHRONIC,425185,LACEY,Itzel Monroy is the buyer ,"C:(360)508-8815
W:(360)350-0862",itzelm@forbiddencannabisclub.com,NO FRIDAY DELIVERIES FOR ALL LOCATIONS,Reached out to Itzel with the new account manager info 02.11.25. Reached out to Itzel with a offer for a credit on old prodcut that they have in stock or put it on sale to get it out of hte store and I will offer credit with the difference. I also offered potential featured farm spot. I think that would help in that area. 02.19.25 Talked to Itzel who is still the buyer and will pass on the info that we would like to do a Featured Farm with 20% of our end for 30% off in store. She will get back to me with those details. 02.19.25,$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/  
,TRUE,03.13.25,FORBIDDEN CANNABIS CLUB,422785,CARSON,Adam is the buyer ,(509) 427-5322,fcc.Carson.vendor@gmail.com,NO FRIDAY DELIVERIES FOR ALL LOCATIONS,"Talked to a budtender who let me know that Sonny is the owner, we are not currently in the store at this time but would love to be. I am sending samples and will touch base in about two weeks from sample delivery to see what they think. Send stickers as well. 02.19.25 Reached out about the samples and anticipate feedback and a small order 03.13.25",$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/  
,TRUE,02.20.25,Forbidden Cannabis Club,432498,Okanogan,Wesley is the buyer,(509) 322-8124,forbiddencc.okanogan@gmail.com,,"Called the store, the man who answered seemed very irritated, told me to call back and talk to his son and when I called back it went to answering machine. 02.19.25  Called and talked to a budtender who was able to confirm the email and gave me the new buyers name 02.20.25 Reached out about the samples and anticipate feedback and a small order 03.13.25",$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/  
,TRUE,03.12.25,Freedom Market,414280,Kelso,Brea or Shane,(360) 636-0420,freedommarketsales@gmail.com thefreedommarket420@gmail.com,,,
,TRUE,03.12.25,Freedom market Cathlamet corp,422459,Cathlamet,Brea or Shane,(360) 849-4504,freedommarketsales@gmail.com thefreedommarket420@gmail.com,,,
,TRUE,03.12.25,FREEDOM MARKET ILWACO,421757,ILWACO,,(360) 261-7200,freedommarketsales@gmail.com thefreedommarket420@gmail.com,,,
,TRUE,,Freeland Cannabis Co,422777,Freeland,Jimmy,(360) 544-8440,,,samples 8.21.18,
,TRUE,,Fresh Greens,413530,Winthrop,,(509) 996-2025,vanlotsband@gmail.com,,,
,TRUE,,Frosted Cannabis - SPRAGUE,436837,SPOKANE,,(509) 798-7626,lovelymanifests@gmail.com,,,
,TRUE,,Fweedom Cannabis,415031,Mountlake Terrace,Purchasing Contact: Sky Nielsen Main Contact: Eric Hendricks,(425) 954-0640,fweedomcannabis@gmail.com,,,
,TRUE,,Fweedom Cannabis,412922,Seattle,Main Contact: Eric Hendricks,(206) 734-9333,fweedomcannabis@gmail.com    hendricks.fweedominc@gmail.com,,last ordered 10.26.20,
,FALSE,,GALAXY 21,421695,SEATTLE,,,,,,
,TRUE,01.28.25,Galaxy Cannabis  - SUNLEAF CANNABIS,434220,LYNNWOOD,Gavin is the buyer ,(425) 787-1111,galaxycannabis.gavin@gmail.com,,Emailed to see if we can get back in the store 01/28/25,$2.50-1g /$9 - 3.5g/ $36 - 14g/ $72 - 28g/ 
,FALSE,,Galaxy Cannabis,415234,Seattle,,(206) 584-3180,,,,
,FALSE,,GANJA VITA,415539,BELFAIR,,(360) 552-2942,,,,
Active,TRUE,02.10.25,GOLDEN DISPENSARIES,414292,GOLDENDALE,Austin is the buyer,(509) 773-0700,Austin@goldendispensary.com inventory@goldendispensary.com   ,ACCOUNTANT@BUDHUT.NET,"Called and talked to Austin who stated he is placing an order - looking for diamonds and sauce. He is still the buyer, does not want mock orders and will try and call me back later to discuss more about his account, he was the only one budtending right now.  Emailed him my contact info. 02.14.25",$2.50-1g /$9 - 3.5g/ $36 - 14g/ $72 - 28g/ 
,TRUE,04.02.25,GOOBIE'S DOOBIES,431222,MAPLE VALLEY,Tirzah is the buyer/Owner ,(425) 358-6420,goobiesdoobiesllc@gmail.com,accepts deliveries monday -friday anytime the shop is open,Offered 420 special deals and Greenline - NC,$2.50-1g /$8.50 - 3.5g/ $34 - 14g/ $68.00 - 28g/  
,TRUE,,Good Buds,415294,Quincy,,(509) 398-8843,gbspurchasing@gmail.com,,,
